term_str,n,p,i,n_chars,h,max_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,dfidf
might,384,0.0005606657906263,10.800571333999429,5,0.0060555108661932,MD,{'MD'},0,might,might,might,86.01399862387979
sense,383,0.0005592057234632,10.804333252795626,5,0.0060418449931679,NN,"{'VBN', 'VBD', 'VB', 'VBP', 'NN', 'JJ'}",0,sens,sens,sens,87.18436485093179
put,383,0.0005592057234632,10.804333252795626,3,0.0060418449931679,VBN,"{'VBN', 'VBD', 'VB', 'VBP', 'NN', 'JJ', 'IN'}",0,put,put,put,79.3346306173611
whole,383,0.0005592057234632,10.804333252795626,5,0.0060418449931679,JJ,"{'NN', 'JJ', 'NNS', 'VB'}",0,whole,whole,whol,75.50420888797464
new,381,0.0005562855891371,10.81188664722726,3,0.0060144967332363,JJ,{'JJ'},0,new,new,new,89.85520184554399
makes,380,0.000554825521974,10.815678226389634,5,0.0060008143174595,VBZ,{'VBZ'},0,make,make,mak,77.8403199496003
done,378,0.0005519053876478,10.82329141049951,4,0.0059734328415371,VBN,{'VBN'},0,done,done,don,84.15270366488159
each,374,0.0005460651189954,10.838639374832946,4,0.0059186028999671,DT,{'DT'},1,each,each,each,86.01399862387979
taken,370,0.0005402248503431,10.85415237420427,5,0.0058636828419558,VBN,{'VBN'},0,taken,taken,tak,76.29538580615058
thoughts,369,0.00053876478318,10.858056828660189,8,0.0058499386330495,NNS,"{'NNS', 'VBZ'}",0,thought,thought,thought,96.78889539649384
now,362,0.0005285443130383,10.885687947637376,3,0.0057535684582343,RB,{'RB'},1,now,now,now,84.78705249486683
let,358,0.000522704044386,10.901718057456328,3,0.0056983721193887,VB,"{'VBN', 'VBD', 'VB', 'VBP', 'VBZ', 'NN', 'JJ'}",0,let,let,let,88.83133862140073
call,357,0.0005212439772229,10.905753570691482,4,0.0056845583658006,VBP,"{'VBD', 'VB', 'VBP', 'DT', 'NN', 'JJ'}",0,call,call,cal,81.47919097227566
whom,357,0.0005212439772229,10.905753570691482,4,0.0056845583658006,WP,{'WP'},1,whom,whom,whom,89.85520184554399
wherein,357,0.0005212439772229,10.905753570691482,7,0.0056845583658006,NN,"{'RB', 'WRB', 'PDT', 'VBN', 'VBD', 'VBZ', 'VBP', 'VB', 'NN', 'JJ', 'IN', 'FW', 'VBG', 'NNS', 'WDT'}",0,wherein,wherein,wherein,89.85520184554399
person,356,0.0005197839100598,10.909800403754184,6,0.005670738711836,NN,{'NN'},0,person,person,person,94.67481377578076
whose,350,0.0005110235070813,10.934322722888254,5,0.0055876959454093,WP$,{'WP$'},0,whose,whose,whos,86.01399862387979
since,350,0.0005110235070813,10.934322722888254,5,0.0055876959454093,IN,{'IN'},0,sinc,sinc,sint,94.96812236060863
end,348,0.0005081033727551,10.942590338871854,3,0.0055599670578586,NN,"{'VBP', 'NN', 'VB'}",0,end,end,end,81.47919097227566
force,342,0.0004993429697766,10.967681319834684,5,0.0054766345618096,NN,"{'RB', 'VBN', 'VB', 'VBP', 'NN', 'JJ'}",0,forc,forc,forc,89.35078440603708
did,341,0.0004978829026135,10.97190590569641,3,0.0054627243595305,VBD,{'VBD'},1,did,did,did,91.27668516488673
qualities,338,0.0004935027011242,10.984654398438398,9,0.0054209566165457,NNS,"{'NNPS', 'NNS', 'VBZ'}",0,qualiti,qualiti,qual,90.4758016644568
king,337,0.0004920426339611,10.988929053538724,4,0.0054070215959155,NN,"{'NN', 'VBG'}",0,king,king,king,95.08386615051099
natural,335,0.0004891224996349,10.997516549375447,7,0.0053791327844076,JJ,{'JJ'},0,natur,natur,nat,95.24383666735282
present,334,0.0004876624324718,11.001829542246533,7,0.005365178956213,JJ,"{'VBP', 'NN', 'JJ', 'VB'}",0,present,present,pres,93.69141718804723
found,331,0.0004832822309826,11.014846427913366,5,0.0053232795556129,VBN,"{'VBN', 'VBD', 'VB', 'NN', 'JJ', 'RP'}",0,found,found,found,87.74797860223885
cause,330,0.0004818221638195,11.019211620474769,5,0.0053093003865625,NN,"{'RB', 'VBN', 'VB', 'VBP', 'NN'}",0,caus,caus,caus,93.69141718804723
number,327,0.0004774419623302,11.0323870092225,6,0.0052673245028701,NN,{'NN'},0,number,number,numb,92.95160332891358
clear,324,0.0004730617608409,11.045683831835955,5,0.0052252906431812,JJ,"{'JJ', 'VB'}",0,clear,clear,clear,97.1239134043601
case,324,0.0004730617608409,11.045683831835955,4,0.0052252906431812,NN,{'NN'},0,case,case,cas,86.60632390875702
understanding,322,0.0004701416265148,11.054616956605964,13,0.005197235596477,NN,"{'NN', 'VBG', 'JJ'}",0,understand,understand,understand,95.50173947173441
children,321,0.0004686815593517,11.05910434759828,8,0.0051831982706658,NNS,{'NNS'},0,children,children,childr,96.89578825260456
still,319,0.0004657614250255,11.068121220955714,5,0.0051551039122278,RB,{'RB'},0,still,still,stil,86.01399862387979
civill,318,0.0004643013578624,11.072650879436226,6,0.0051410468384592,NN,"{'VBP', 'NN', 'JJ', 'VB'}",0,civil,civil,civil,81.55308872454444
contrary,318,0.0004643013578624,11.072650879436226,8,0.0051410468384592,JJ,"{'VBZ', 'VBP', 'VB', 'NN', 'JJ'}",0,contrari,contrari,cont,91.27668516488673
greater,317,0.0004628412906993,11.077194804581175,7,0.0051269831406807,JJR,{'JJR'},0,greater,greater,gre,87.18436485093179
enough,311,0.0004540808877208,11.10476306458998,6,0.0050424606702985,RB,"{'RB', 'VBZ', 'NN', 'JJ', 'IN'}",0,enough,enough,enough,81.47919097227566
often,310,0.0004526208205577,11.109409429446345,5,0.0050283500118679,RB,{'RB'},0,often,often,oft,84.15270366488159
else,309,0.0004511607533946,11.114070806816208,4,0.0050142325584847,RB,"{'RB', 'VBN', 'VB', 'NN', 'JJ'}",0,els,els,els,85.40752904338488
too,309,0.0004511607533946,11.114070806816208,3,0.0050142325584847,RB,{'RB'},1,too,too,too,84.78705249486683
consider,306,0.0004467805519053,11.12814599202793,8,0.0049718392080019,VB,"{'VBP', 'NN', 'JJR', 'VB'}",0,consid,consid,consid,91.27668516488673
set,306,0.0004467805519053,11.12814599202793,3,0.0049718392080019,VBN,"{'VBN', 'VBD', 'VB', 'VBP', 'NN'}",0,set,set,set,76.29538580615058
least,306,0.0004467805519053,11.12814599202793,5,0.0049718392080019,JJS,"{'VBN', 'VB', 'VBP', 'RBR', 'JJ', 'RBS', 'JJS'}",0,least,least,least,94.3641229024437
ought,304,0.0004438604175792,11.137606321276998,5,0.0049435425925948,MD,"{'MD', 'VBD'}",0,ought,ought,ought,92.95160332891358
given,304,0.0004438604175792,11.137606321276998,5,0.0049435425925948,VBN,{'VBN'},0,given,given,giv,84.15270366488159
here,303,0.0004424003504161,11.142359851247631,4,0.0049293839026544,RB,{'RB'},1,here,here,her,92.14620677589309
again,303,0.0004424003504161,11.142359851247631,5,0.0049293839026544,RB,{'RB'},1,again,again,again,90.81831552736904
ever,301,0.0004394802160899,11.15191415796088,4,0.0049010456439571,RB,{'RB'},0,ever,ever,ev,89.85520184554399
perhaps,299,0.0004365600817637,11.161532160522478,7,0.0048726793926065,RB,{'RB'},0,perhap,perhap,perhap,91.27668516488673
sometimes,299,0.0004365600817637,11.161532160522478,9,0.0048726793926065,RB,"{'RB', 'VB', 'VBZ', 'JJ', 'NNS'}",0,sometim,sometim,sometim,91.27668516488673
spirit,297,0.0004336399474375,11.171214713919817,6,0.0048442849613581,NN,"{'VB', 'VBP', 'NN', 'JJ', 'NNS'}",0,spirit,spirit,spirit,85.33111948823843
innate,296,0.0004321798802744,11.176080469091632,6,0.0048300771190701,JJ,"{'VBP', 'NN', 'JJ', 'VB'}",0,innat,innat,in,41.9377174339668
principles,296,0.0004321798802744,11.176080469091632,10,0.0048300771190701,NNS,"{'NNS', 'VBZ'}",0,principl,principl,principl,92.17221637050105
manner,296,0.0004321798802744,11.176080469091632,6,0.0048300771190701,NN,"{'NN', 'FW', 'VB'}",0,manner,manner,man,94.03625668243895
existence,294,0.0004292597459483,11.185861489884218,9,0.0048016400613607,NN,"{'RB', 'VBN', 'VB', 'VBP', 'NN', 'JJ'}",0,exist,exist,ex,96.52855456053143
known,292,0.0004263396116221,11.195709275840564,5,0.0047731743444961,VBN,"{'JJ', 'VBN', 'VB'}",0,known,known,known,96.35069668787474
judge,291,0.000424879544459,11.200658491812298,5,0.0047589306776425,NN,"{'VBN', 'VB', 'VBP', 'NN', 'JJ'}",0,judg,judg,judg,96.78889539649384
concerning,289,0.0004219594101328,11.210608152219905,10,0.0047304216031414,VBG,"{'NN', 'VBG'}",0,concern,concern,concern,94.3641229024437
christ,289,0.0004219594101328,11.210608152219905,6,0.0047304216031414,NN,"{'VBZ', 'VBP', 'VB', 'NN', 'JJ'}",0,christ,christ,christ,62.087674171968686
subjects,288,0.0004204993429697,11.21560883327827,8,0.0047161561453995,NNS,"{'NNS', 'VBZ'}",0,subject,subject,subject,96.9826430333346
rest,284,0.0004146590743174,11.2357867152159,4,0.0046590209185593,NN,"{'VBN', 'VB', 'VBP', 'NN', 'JJS'}",0,rest,rest,rest,86.60632390875702
propositions,283,0.0004131990071543,11.2408755918887,12,0.0046447186341137,NNS,"{'NNS', 'VBZ'}",0,proposit,proposit,proposit,82.5600578991459
act,283,0.0004131990071543,11.2408755918887,3,0.0046447186341137,NN,"{'VBP', 'NN', 'JJ', 'VB'}",0,act,act,act,93.69141718804723
till,283,0.0004131990071543,11.2408755918887,4,0.0046447186341137,NN,"{'RB', 'VBD', 'VB', 'VBP', 'VBZ', 'NN', 'JJ', 'IN', 'RP'}",0,till,till,til,93.69141718804723
kingdome,282,0.0004117389399912,11.24598248232179,8,0.0046304089064312,NN,"{'VBN', 'VB', 'VBP', 'VBZ', 'NN', 'JJ', 'FW'}",0,kingdom,kingdom,kingdom,68.81917129122168
stand,281,0.0004102788728281,11.251107514499656,5,0.0046160917091172,VBP,"{'VBP', 'NN', 'JJ', 'VB'}",0,stand,stand,stand,96.66223897647686
neither,280,0.000408818805665,11.256250817775616,7,0.0046017670155893,DT,"{'RB', 'VBP', 'DT', 'NN', 'CC', 'JJR'}",0,neither,neither,neith,83.50461467440938
means,279,0.0004073587385019,11.261412522891394,5,0.0045874347990753,NNS,"{'NN', 'NNS', 'VBZ'}",0,mean,mean,mean,86.60632390875702
able,278,0.0004058986713388,11.266592761997074,4,0.0045730950326108,JJ,{'JJ'},0,abl,abl,abl,90.34443274100208
whereof,278,0.0004058986713388,11.266592761997074,7,0.0045730950326108,NN,"{'WRB', 'VBN', 'VBD', 'VBZ', 'VBP', 'VB', 'NN', 'JJ', 'IN', 'VBG', 'NNS', 'WDT'}",0,whereof,whereof,whereof,88.29701942854575
long,276,0.0004029785370127,11.277009377942411,4,0.0045443927410017,RB,"{'RB', 'JJ'}",0,long,long,long,77.8403199496003
further,268,0.0003912979997079,11.319444644262813,7,0.0044292760471053,JJ,"{'RB', 'VBN', 'VB', 'RBR', 'NN', 'JJ', 'JJR'}",1,further,further,furth,89.85520184554399
essence,266,0.0003883778653818,11.330251399219392,7,0.004400418852668,NN,"{'RB', 'NN'}",0,essenc,essenc,ess,84.44789412630229
desire,264,0.0003854577310556,11.341139715362129,6,0.0043715299822683,NN,"{'VBD', 'VBZ', 'VBP', 'VB', 'NN', 'JJ'}",0,desir,desir,desir,95.92015997480014
amongst,263,0.0003839976638925,11.34661484542828,7,0.0043570735937328,IN,"{'RB', 'PDT', 'VBN', 'VBD', 'VBZ', 'VBP', 'VB', 'NN', 'JJ', 'IN', 'RP', 'VBG', 'NNS'}",0,amongst,amongst,amongst,95.24383666735282
gods,263,0.0003839976638925,11.34661484542828,4,0.0043570735937328,NNS,"{'JJ', 'NNS', 'VB'}",0,god,god,god,90.4758016644568
capable,262,0.0003825375967294,11.352110833183133,7,0.0043426091959322,JJ,"{'NN', 'JJ'}",0,capabl,capabl,cap,96.16632391436386
action,261,0.0003810775295663,11.357627838150698,6,0.0043281367582965,NN,{'NN'},0,action,action,act,96.68271254399052
sect,261,0.0003810775295663,11.357627838150698,4,0.0043281367582965,JJ,"{'VBP', 'NN', 'JJ', 'VB'}",0,sect,sect,sect,73.1967631237167
duration,260,0.0003796174624032,11.363166021692129,8,0.0043136562500218,NN,"{'NN', 'JJ', 'VB'}",0,durat,durat,dur,70.33769610150927
according,257,0.000375237260914,11.379909285526704,9,0.0042701659897508,VBG,{'VBG'},0,accord,accord,accord,88.29701942854575
church,255,0.0003723171265878,11.391180397861724,6,0.0042411315541754,NN,"{'VBP', 'NN', 'JJ'}",0,church,church,church,75.83365765434027
public,254,0.0003708570594247,11.396849147948418,6,0.0042266019617154,JJ,"{'NN', 'JJ', 'IN'}",0,public,public,publ,95.38870686176605
impossible,254,0.0003708570594247,11.396849147948418,10,0.0042266019617154,JJ,{'JJ'},0,imposs,imposs,imposs,92.55701025127037
space,253,0.0003693969922616,11.402540260026273,5,0.004212064076196,NN,{'NN'},0,space,space,spac,71.79609121273295
mans,252,0.0003679369250985,11.408253911220664,4,0.004197517864838,NNS,"{'VBZ', 'NN', 'NNPS', 'JJ', 'CD', 'FW', 'NNS'}",0,man,man,man,93.69141718804723
mankind,252,0.0003679369250985,11.408253911220664,7,0.004197517864838,NN,"{'RB', 'VB', 'VBP', 'NN', 'IN', 'FW', 'NNS'}",0,mankind,mankind,mankind,97.12011579829182
whereby,252,0.0003679369250985,11.408253911220664,7,0.004197517864838,WRB,"{'RB', 'WRB', 'VBD', 'VB', 'VBP', 'VBZ', 'NN', 'JJ', 'IN', 'NNS'}",0,wherebi,wherebi,whereby,92.55701025127037
making,252,0.0003679369250985,11.408253911220664,6,0.004197517864838,VBG,"{'NN', 'VBG'}",0,make,make,mak,90.81831552736904
evident,251,0.0003664768579354,11.413990280769813,7,0.0041829632946024,JJ,"{'NN', 'JJ', 'VBZ'}",0,evid,evid,evid,95.96321431489996
want,250,0.0003650167907723,11.419749550058496,4,0.0041684003321866,NN,"{'VBP', 'NN', 'JJ', 'VB'}",0,want,want,want,97.10617744908889
anything,249,0.0003635567236092,11.425531902652502,8,0.0041538289440217,NN,{'NN'},0,anyth,anyth,anyth,97.1239134043601
lawes,248,0.0003620966564461,11.431337524333708,5,0.0041392490962691,NN,"{'VBN', 'VB', 'VBZ', 'VBP', 'NN', 'JJ', 'JJR', 'JJS', 'NNS'}",0,law,law,law,67.2379008322284
moses,248,0.0003620966564461,11.431337524333708,5,0.0041392490962691,NNS,"{'VB', 'JJ', 'NNS', 'VBZ'}",0,mose,mose,mos,71.79609121273295
need,248,0.0003620966564461,11.431337524333708,4,0.0041392490962691,NN,"{'VBN', 'VB', 'VBP', 'MD', 'NN', 'JJ', 'IN'}",0,need,need,nee,91.27668516488673
doubt,248,0.0003620966564461,11.431337524333708,5,0.0041392490962691,NN,"{'VBZ', 'VBP', 'VB', 'NN', 'JJ'}",0,doubt,doubt,doubt,96.66223897647686
modes,243,0.0003547963206307,11.4607213311148,5,0.0040662217600538,NNS,"{'IN', 'NNS', 'VBZ'}",0,mode,mode,mod,90.4758016644568
once,241,0.0003518761863045,11.47264449849062,4,0.0040369503929569,RB,"{'RB', 'NN', 'IN', 'VBP'}",1,onc,onc,ont,88.29701942854575
substance,241,0.0003518761863045,11.47264449849062,9,0.0040369503929569,NN,"{'NN', 'JJ', 'VB'}",0,substanc,substanc,subst,92.17221637050105
signification,240,0.0003504161191414,11.478643239112063,13,0.0040223016168592,NN,{'NN'},0,signif,signif,sign,94.0069993119399
sort,239,0.0003489560519783,11.484667026739832,4,0.0040076440639375,NN,"{'VBP', 'NN', 'JJ', 'VB'}",0,sort,sort,sort,96.78889539649384
private,238,0.0003474959848153,11.490716071412638,7,0.0039929776974685,JJ,{'JJ'},0,privat,privat,priv,97.10617744908889
senses,238,0.0003474959848153,11.490716071412638,6,0.0039929776974685,NNS,"{'NNS', 'VBZ'}",0,sens,sens,sens,97.00478965017872
supposed,237,0.0003460359176522,11.496790585822325,8,0.0039783024804203,VBN,"{'JJ', 'VBN', 'VBD'}",0,suppos,suppos,suppos,95.74160811844821
thereby,237,0.0003460359176522,11.496790585822325,7,0.0039783024804203,RB,"{'RB', 'VBN', 'VB', 'VBP', 'VBZ', 'NN', 'IN'}",0,therebi,therebi,thereby,93.32980179187233
received,235,0.000343115783326,11.509016888155582,8,0.003948925344892,VBN,"{'JJ', 'VBN', 'VBD', 'VB'}",0,receiv,receiv,receiv,95.74160811844821
opinion,233,0.0003401956489998,11.521347690066303,7,0.003919512354775,NN,{'NN'},0,opinion,opinion,opin,97.09510132390525
kind,232,0.0003387355818367,11.52755283959301,4,0.0039047923182735,NN,{'NN'},0,kind,kind,kind,93.69141718804723
free,231,0.0003372755146736,11.533784793304523,4,0.0038900632022971,JJ,"{'VBP', 'JJ', 'VB'}",0,free,free,fre,95.92015997480014
earth,231,0.0003372755146736,11.533784793304523,5,0.0038900632022971,NN,"{'NN', 'VBG', 'JJ', 'IN'}",0,earth,earth,ear,96.14769290307528
few,230,0.0003358154475105,11.540043783776207,3,0.0038753249675405,JJ,{'JJ'},1,few,few,few,94.67481377578076
hands,229,0.0003343553803474,11.546330046623638,5,0.0038605775743565,NNS,"{'VBP', 'NNS', 'VBZ'}",0,hand,hand,hand,96.66223897647686
considered,228,0.0003328953131844,11.552643820555842,10,0.0038458209827518,VBN,"{'VBN', 'VBD'}",0,consid,consid,consid,91.7193730257665
naturall,226,0.0003299751788582,11.565354872305395,8,0.0038162800425478,JJ,"{'RB', 'PDT', 'VB', 'VBP', 'DT', 'NN', 'JJ'}",0,natural,natural,natural,89.18206145122184
thinking,225,0.0003285151116951,11.571752643503546,8,0.003801495612189,VBG,"{'NN', 'VBG', 'JJ'}",0,think,think,think,91.63834258244336
difference,224,0.000327055044532,11.578178912662976,10,0.003786701819881,NN,{'NN'},0,differ,differ,diff,96.66223897647686
himselfe,223,0.0003255949773689,11.584633934800278,8,0.0037718986238289,NN,"{'RB', 'PDT', 'VBN', 'VBD', 'VBZ', 'VB', 'VBP', 'PRP', 'NN', 'JJ', 'CD', 'JJR', 'NNS'}",0,himself,himself,himself,86.98160715744997
human,222,0.0003241349102058,11.591117968370476,5,0.0037570859818634,JJ,"{'VBP', 'NN', 'JJ'}",0,human,human,hum,94.0069993119399
causes,222,0.0003241349102058,11.591117968370476,6,0.0037570859818634,NNS,"{'NNS', 'VBZ'}",0,caus,caus,caus,96.66223897647686
faith,221,0.0003226748430427,11.597631275329151,5,0.0037422638514348,NN,"{'RB', 'VBN', 'VB', 'VBP', 'VBZ', 'NN', 'JJ', 'NNS'}",0,faith,faith,fai,91.63834258244336
none,221,0.0003226748430427,11.597631275329151,4,0.0037422638514348,NN,"{'RB', 'VBN', 'VBD', 'VB', 'VBP', 'NN', 'JJ', 'IN', 'CD'}",0,none,none,non,92.55701025127037
order,221,0.0003226748430427,11.597631275329151,5,0.0037422638514348,NN,{'NN'},0,order,order,ord,94.67481377578076
produce,218,0.0003182946415535,11.617349509943656,7,0.0036977400980693,VB,"{'VBP', 'NN', 'JJ', 'VB'}",0,produc,produc,produc,96.52855456053143
mens,216,0.0003153745072273,11.630646332557117,4,0.0036680093558655,NNS,"{'VB', 'VBP', 'VBZ', 'JJ', 'NNS'}",0,men,men,men,95.24383666735282
relation,216,0.0003153745072273,11.630646332557117,8,0.0036680093558655,NN,"{'VBP', 'NN', 'VB'}",0,relat,relat,rel,96.81321872962437
country,216,0.0003153745072273,11.630646332557117,7,0.0036680093558655,NN,{'NN'},0,countri,countri,country,97.12011579829182
understood,215,0.0003139144400642,11.637340985131122,10,0.0036531293791841,JJ,"{'RB', 'VBN', 'VBD', 'VBZ', 'VB', 'NN', 'JJ', 'IN', 'RP', 'NNS'}",0,understood,understood,understood,96.16632391436386
honour,214,0.0003124543729011,11.644066848319437,6,0.0036382396051107,NN,"{'RB', 'PRP$', 'PDT', 'VBN', 'VBD', 'VB', 'VBP', 'NN', 'JJ', 'CD', 'NNS'}",0,honour,honour,hono,89.18206145122184
question,214,0.0003124543729011,11.644066848319437,8,0.0036382396051107,NN,"{'VBP', 'NN', 'VB'}",0,question,question,quest,96.35069668787474
christian,213,0.000310994305738,11.650824214494744,9,0.003623339987863,JJ,"{'NN', 'JJ', 'VB'}",0,christian,christian,christian,74.5419330752555
speak,213,0.000310994305738,11.650824214494744,5,0.003623339987863,VB,"{'RB', 'VBN', 'VB', 'VBP', 'NN', 'JJ'}",0,speak,speak,speak,86.60632390875702
persons,211,0.0003080741714118,11.664434646013396,7,0.0035935110385586,NNS,{'NNS'},0,person,person,person,97.04917749373531
false,210,0.0003066141042487,11.67128831705446,5,0.003578581612763,JJ,"{'RB', 'VBP', 'JJ', 'VBN'}",0,fals,fals,fals,92.17221637050105
alone,210,0.0003066141042487,11.67128831705446,5,0.003578581612763,RB,"{'RB', 'VB', 'VBP', 'VBZ', 'NN', 'JJ', 'IN'}",0,alon,alon,alon,96.51608608411212
rule,210,0.0003066141042487,11.67128831705446,4,0.003578581612763,NN,"{'NN', 'VB'}",0,rule,rule,rul,97.06658164161323
bee,209,0.0003051540370857,11.6781747026397,3,0.0035636421563026,VB,"{'RB', 'VBN', 'VBD', 'VBZ', 'VBP', 'VB', 'NN', 'JJ', 'IN', 'NNS'}",0,bee,bee,bee,70.33769610150927
agreement,209,0.0003051540370857,11.6781747026397,9,0.0035636421563026,NN,{'NN'},0,agreement,agreement,agr,93.14850971427288
pleasure,209,0.0003051540370857,11.6781747026397,8,0.0035636421563026,NN,"{'VBP', 'NN', 'JJ', 'VB'}",0,pleasur,pleasur,pleas,95.92015997480014
among,209,0.0003051540370857,11.6781747026397,5,0.0035636421563026,IN,{'IN'},0,among,among,among,85.33111948823843
war,208,0.0003036939699226,11.68509411657949,3,0.0035486926211834,NN,{'NN'},0,war,war,war,90.4758016644568
father,207,0.0003022339027595,11.692046877221255,6,0.0035337329589499,NN,"{'RB', 'PRP$', 'VBP', 'RBR', 'NN', 'JJ', 'JJR'}",0,father,father,fath,93.5921824254659
why,206,0.0003007738355964,11.699033307537364,3,0.0035187631206784,WRB,{'WRB'},1,whi,whi,why,96.51608608411212
assembly,206,0.0003007738355964,11.699033307537364,8,0.0035187631206784,NN,"{'RB', 'NN'}",0,assembl,assembl,assembl,80.50239482508935
infinite,205,0.0002993137684333,11.706053735215136,8,0.0035037830569705,JJ,"{'RB', 'VBN', 'VB', 'NN', 'JJ'}",0,infinit,infinit,infinit,89.18206145122184
justice,205,0.0002993137684333,11.706053735215136,7,0.0035037830569705,NN,"{'NN', 'JJ', 'VB'}",0,justic,justic,just,97.00478965017872
suppose,205,0.0002993137684333,11.706053735215136,7,0.0035037830569705,VB,"{'RB', 'VBD', 'VB', 'VBP', 'VBZ', 'NN', 'JJ'}",0,suppos,suppos,suppos,97.06658164161323
death,204,0.0002978537012702,11.713108492749086,5,0.0034887927179454,NN,{'NN'},0,death,death,dea,95.66731530868054
