term_str,n,p,i,n_chars,h,max_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster
qualities,338,0.0004935027011242517,10.984654398438398,9,0.005420956616545742,NNS,"{'NNPS', 'NNS', 'VBZ'}",0,qualiti,qualiti,qual
king,337,0.0004920426339611623,10.988929053538724,4,0.005407021595915535,NN,"{'NN', 'VBG'}",0,king,king,king
natural,335,0.0004891224996349832,10.997516549375447,7,0.0053791327844076135,JJ,{'JJ'},0,natur,natur,nat
present,334,0.0004876624324718937,11.001829542246531,7,0.005365178956213084,JJ,"{'VBP', 'NN', 'JJ', 'VB'}",0,present,present,pres
found,331,0.0004832822309826252,11.014846427913366,5,0.005323279555612971,VBN,"{'VBN', 'VBD', 'VB', 'NN', 'JJ', 'RP'}",0,found,found,found
cause,330,0.0004818221638195357,11.019211620474767,5,0.0053093003865625245,NN,"{'RB', 'VBN', 'VB', 'VBP', 'NN'}",0,caus,caus,caus
number,327,0.0004774419623302672,11.0323870092225,6,0.005267324502870138,NN,{'NN'},0,number,number,numb
clear,324,0.0004730617608409987,11.045683831835957,5,0.005225290643181267,JJ,"{'JJ', 'VB'}",0,clear,clear,clear
case,324,0.0004730617608409987,11.045683831835957,4,0.005225290643181267,NN,{'NN'},0,case,case,cas
understanding,322,0.00047014162651481966,11.054616956605965,13,0.005197235596477034,NN,"{'NN', 'VBG', 'JJ'}",0,understand,understand,understand
children,321,0.00046868155935173017,11.059104347598279,8,0.0051831982706658595,NNS,{'NNS'},0,children,children,childr
still,319,0.0004657614250255512,11.068121220955714,5,0.005155103912227877,RB,{'RB'},0,still,still,stil
civill,318,0.0004643013578624617,11.072650879436226,6,0.00514104683845922,NN,"{'VBP', 'NN', 'JJ', 'VB'}",0,civil,civil,civil
contrary,318,0.0004643013578624617,11.072650879436226,8,0.00514104683845922,JJ,"{'VBZ', 'VBP', 'VB', 'NN', 'JJ'}",0,contrari,contrari,cont
greater,317,0.00046284129069937215,11.077194804581175,7,0.005126983140680731,JJR,{'JJR'},0,greater,greater,gre
enough,311,0.00045408088772083514,11.10476306458998,6,0.00504246067029856,RB,"{'RB', 'VBZ', 'NN', 'JJ', 'IN'}",0,enough,enough,enough
often,310,0.00045262082055774565,11.109409429446345,5,0.0050283500118679615,RB,{'RB'},0,often,often,oft
else,309,0.00045116075339465616,11.114070806816208,4,0.0050142325584847545,RB,"{'RB', 'VBN', 'VB', 'NN', 'JJ'}",0,els,els,els
too,309,0.00045116075339465616,11.114070806816208,3,0.0050142325584847545,RB,{'RB'},1,too,too,too
consider,306,0.00044678055190538763,11.12814599202793,8,0.004971839208001966,VB,"{'VBP', 'NN', 'JJR', 'VB'}",0,consid,consid,consid
set,306,0.00044678055190538763,11.12814599202793,3,0.004971839208001966,VBN,"{'VBN', 'VBD', 'VB', 'VBP', 'NN'}",0,set,set,set
least,306,0.00044678055190538763,11.12814599202793,5,0.004971839208001966,JJS,"{'VBN', 'VB', 'VBP', 'RBR', 'JJ', 'RBS', 'JJS'}",0,least,least,least
ought,304,0.00044386041757920865,11.137606321276998,5,0.004943542592594842,MD,"{'MD', 'VBD'}",0,ought,ought,ought
given,304,0.00044386041757920865,11.137606321276998,5,0.004943542592594842,VBN,{'VBN'},0,given,given,giv
here,303,0.00044240035041611916,11.142359851247631,4,0.004929383902654449,RB,{'RB'},1,here,here,her
again,303,0.00044240035041611916,11.142359851247631,5,0.004929383902654449,RB,{'RB'},1,again,again,again
ever,301,0.0004394802160899401,11.151914157960881,4,0.00490104564395711,RB,{'RB'},0,ever,ever,ev
perhaps,299,0.00043656008176376113,11.161532160522478,7,0.004872679392606542,RB,{'RB'},0,perhap,perhap,perhap
sometimes,299,0.00043656008176376113,11.161532160522478,9,0.004872679392606542,RB,"{'RB', 'VB', 'VBZ', 'JJ', 'NNS'}",0,sometim,sometim,sometim
spirit,297,0.00043363994743758215,11.171214713919817,6,0.004844284961358134,NN,"{'VB', 'VBP', 'NN', 'JJ', 'NNS'}",0,spirit,spirit,spirit
innate,296,0.0004321798802744926,11.176080469091632,6,0.004830077119070117,JJ,"{'VBP', 'NN', 'JJ', 'VB'}",0,innat,innat,in
principles,296,0.0004321798802744926,11.176080469091632,10,0.004830077119070117,NNS,"{'NNS', 'VBZ'}",0,principl,principl,principl
manner,296,0.0004321798802744926,11.176080469091632,6,0.004830077119070117,NN,"{'NN', 'FW', 'VB'}",0,manner,manner,man
existence,294,0.0004292597459483136,11.185861489884218,9,0.004801640061360724,NN,"{'RB', 'VBN', 'VB', 'VBP', 'NN', 'JJ'}",0,exist,exist,ex
known,292,0.00042633961162213464,11.195709275840565,5,0.004773174344496197,VBN,"{'JJ', 'VBN', 'VB'}",0,known,known,known
judge,291,0.0004248795444590451,11.200658491812298,5,0.004758930677642544,NN,"{'VBN', 'VB', 'VBP', 'NN', 'JJ'}",0,judg,judg,judg
concerning,289,0.0004219594101328661,11.210608152219903,10,0.00473042160314141,VBG,"{'NN', 'VBG'}",0,concern,concern,concern
christ,289,0.0004219594101328661,11.210608152219903,6,0.00473042160314141,NN,"{'VBZ', 'VBP', 'VB', 'NN', 'JJ'}",0,christ,christ,christ
subjects,288,0.0004204993429697766,11.21560883327827,8,0.004716156145399536,NNS,"{'NNS', 'VBZ'}",0,subject,subject,subject
rest,284,0.0004146590743174186,11.2357867152159,4,0.004659020918559374,NN,"{'VBN', 'VB', 'VBP', 'NN', 'JJS'}",0,rest,rest,rest
propositions,283,0.0004131990071543291,11.2408755918887,12,0.004644718634113742,NNS,"{'NNS', 'VBZ'}",0,proposit,proposit,proposit
act,283,0.0004131990071543291,11.2408755918887,3,0.004644718634113742,NN,"{'VBP', 'NN', 'JJ', 'VB'}",0,act,act,act
till,283,0.0004131990071543291,11.2408755918887,4,0.004644718634113742,NN,"{'RB', 'VBD', 'VB', 'VBP', 'VBZ', 'NN', 'JJ', 'IN', 'RP'}",0,till,till,til
kingdome,282,0.0004117389399912396,11.24598248232179,8,0.004630408906431223,NN,"{'VBN', 'VB', 'VBP', 'VBZ', 'NN', 'JJ', 'FW'}",0,kingdom,kingdom,kingdom
stand,281,0.0004102788728281501,11.251107514499656,5,0.0046160917091172485,VBP,"{'VBP', 'NN', 'JJ', 'VB'}",0,stand,stand,stand
neither,280,0.0004088188056650606,11.256250817775616,7,0.004601767015589389,DT,"{'RB', 'VBP', 'DT', 'NN', 'CC', 'JJR'}",0,neither,neither,neith
means,279,0.0004073587385019711,11.261412522891394,5,0.004587434799075338,NNS,"{'NN', 'NNS', 'VBZ'}",0,mean,mean,mean
able,278,0.0004058986713388816,11.266592761997074,4,0.0045730950326108724,JJ,{'JJ'},0,abl,abl,abl
whereof,278,0.0004058986713388816,11.266592761997074,7,0.0045730950326108724,NN,"{'WRB', 'VBN', 'VBD', 'VBZ', 'VBP', 'VB', 'NN', 'JJ', 'IN', 'VBG', 'NNS', 'WDT'}",0,whereof,whereof,whereof
long,276,0.0004029785370127026,11.277009377942413,4,0.004544392741001761,RB,"{'RB', 'JJ'}",0,long,long,long
further,268,0.00039129799970798656,11.319444644262811,7,0.00442927604710532,JJ,"{'RB', 'VBN', 'VB', 'RBR', 'NN', 'JJ', 'JJR'}",1,further,further,furth
essence,266,0.0003883778653818076,11.330251399219392,7,0.004400418852668066,NN,"{'RB', 'NN'}",0,essenc,essenc,ess
desire,264,0.00038545773105562854,11.341139715362129,6,0.004371529982268363,NN,"{'VBD', 'VBZ', 'VBP', 'VB', 'NN', 'JJ'}",0,desir,desir,desir
amongst,263,0.00038399766389253905,11.346614845428281,7,0.004357073593732863,IN,"{'RB', 'PDT', 'VBN', 'VBD', 'VBZ', 'VBP', 'VB', 'NN', 'JJ', 'IN', 'RP', 'VBG', 'NNS'}",0,amongst,amongst,amongst
gods,263,0.00038399766389253905,11.346614845428281,4,0.004357073593732863,NNS,"{'JJ', 'NNS', 'VB'}",0,god,god,god
capable,262,0.00038253759672944956,11.352110833183133,7,0.004342609195932225,JJ,"{'NN', 'JJ'}",0,capabl,capabl,cap
action,261,0.00038107752956636007,11.357627838150698,6,0.004328136758296587,NN,{'NN'},0,action,action,act
sect,261,0.00038107752956636007,11.357627838150698,4,0.004328136758296587,JJ,"{'VBP', 'NN', 'JJ', 'VB'}",0,sect,sect,sect
duration,260,0.0003796174624032706,11.363166021692129,8,0.004313656250021833,NN,"{'NN', 'JJ', 'VB'}",0,durat,durat,dur
according,257,0.00037523726091400205,11.379909285526704,9,0.004270165989750859,VBG,{'VBG'},0,accord,accord,accord
church,255,0.00037231712658782306,11.391180397861724,6,0.004241131554175413,NN,"{'VBP', 'NN', 'JJ'}",0,church,church,church
public,254,0.0003708570594247335,11.396849147948418,6,0.0042266019617154295,JJ,"{'NN', 'JJ', 'IN'}",0,public,public,publ
impossible,254,0.0003708570594247335,11.396849147948418,10,0.0042266019617154295,JJ,{'JJ'},0,imposs,imposs,imposs
space,253,0.000369396992261644,11.402540260026273,5,0.004212064076196009,NN,{'NN'},0,space,space,spac
mans,252,0.00036793692509855453,11.408253911220665,4,0.00419751786483809,NNS,"{'VBZ', 'NN', 'NNPS', 'JJ', 'CD', 'FW', 'NNS'}",0,man,man,man
mankind,252,0.00036793692509855453,11.408253911220665,7,0.00419751786483809,NN,"{'RB', 'VB', 'VBP', 'NN', 'IN', 'FW', 'NNS'}",0,mankind,mankind,mankind
whereby,252,0.00036793692509855453,11.408253911220665,7,0.00419751786483809,WRB,"{'RB', 'WRB', 'VBD', 'VB', 'VBP', 'VBZ', 'NN', 'JJ', 'IN', 'NNS'}",0,wherebi,wherebi,whereby
making,252,0.00036793692509855453,11.408253911220665,6,0.00419751786483809,VBG,"{'NN', 'VBG'}",0,make,make,mak
evident,251,0.00036647685793546504,11.413990280769811,7,0.004182963294602457,JJ,"{'NN', 'JJ', 'VBZ'}",0,evid,evid,evid
want,250,0.00036501679077237555,11.419749550058496,4,0.0041684003321866316,NN,"{'VBP', 'NN', 'JJ', 'VB'}",0,want,want,want
anything,249,0.000363556723609286,11.425531902652502,8,0.004153828944021715,NN,{'NN'},0,anyth,anyth,anyth
lawes,248,0.0003620966564461965,11.431337524333708,5,0.004139249096269177,NN,"{'VBN', 'VB', 'VBZ', 'VBP', 'NN', 'JJ', 'JJR', 'JJS', 'NNS'}",0,law,law,law
moses,248,0.0003620966564461965,11.431337524333708,5,0.004139249096269177,NNS,"{'VB', 'JJ', 'NNS', 'VBZ'}",0,mose,mose,mos
need,248,0.0003620966564461965,11.431337524333708,4,0.004139249096269177,NN,"{'VBN', 'VB', 'VBP', 'MD', 'NN', 'JJ', 'IN'}",0,need,need,nee
doubt,248,0.0003620966564461965,11.431337524333708,5,0.004139249096269177,NN,"{'VBZ', 'VBP', 'VB', 'NN', 'JJ'}",0,doubt,doubt,doubt
modes,243,0.000354796320630749,11.4607213311148,5,0.0040662217600538715,NNS,"{'IN', 'NNS', 'VBZ'}",0,mode,mode,mod
once,241,0.00035187618630457,11.47264449849062,4,0.004036950392956986,RB,"{'RB', 'NN', 'IN', 'VBP'}",1,onc,onc,ont
substance,241,0.00035187618630457,11.47264449849062,9,0.004036950392956986,NN,"{'NN', 'JJ', 'VB'}",0,substanc,substanc,subst
signification,240,0.0003504161191414805,11.478643239112063,13,0.004022301616859242,NN,{'NN'},0,signif,signif,sign
sort,239,0.00034895605197839103,11.484667026739833,4,0.004007644063937539,NN,"{'VBP', 'NN', 'JJ', 'VB'}",0,sort,sort,sort
private,238,0.0003474959848153015,11.490716071412638,7,0.003992977697468547,JJ,{'JJ'},0,privat,privat,priv
senses,238,0.0003474959848153015,11.490716071412638,6,0.003992977697468547,NNS,"{'NNS', 'VBZ'}",0,sens,sens,sens
supposed,237,0.000346035917652212,11.496790585822323,8,0.003978302480420339,VBN,"{'JJ', 'VBN', 'VBD'}",0,suppos,suppos,suppos
thereby,237,0.000346035917652212,11.496790585822323,7,0.003978302480420339,RB,"{'RB', 'VBN', 'VB', 'VBP', 'VBZ', 'NN', 'IN'}",0,therebi,therebi,thereby
received,235,0.000343115783326033,11.509016888155582,8,0.003948925344892045,VBN,"{'JJ', 'VBN', 'VBD', 'VB'}",0,receiv,receiv,receiv
opinion,233,0.00034019564899985397,11.521347690066303,7,0.003919512354775075,NN,{'NN'},0,opinion,opinion,opin
kind,232,0.0003387355818367645,11.52755283959301,4,0.003904792318273585,NN,{'NN'},0,kind,kind,kind
free,231,0.000337275514673675,11.533784793304525,4,0.00389006320229719,JJ,"{'VBP', 'JJ', 'VB'}",0,free,free,fre
earth,231,0.000337275514673675,11.533784793304525,5,0.00389006320229719,NN,"{'NN', 'VBG', 'JJ', 'IN'}",0,earth,earth,ear
few,230,0.0003358154475105855,11.540043783776207,3,0.0038753249675405575,JJ,{'JJ'},1,few,few,few
hands,229,0.000334355380347496,11.546330046623638,5,0.0038605775743565675,NNS,"{'VBP', 'NNS', 'VBZ'}",0,hand,hand,hand
considered,228,0.00033289531318440646,11.552643820555842,10,0.003845820982751835,VBN,"{'VBN', 'VBD'}",0,consid,consid,consid
naturall,226,0.0003299751788582275,11.565354872305395,8,0.0038162800425478455,JJ,"{'RB', 'PDT', 'VB', 'VBP', 'DT', 'NN', 'JJ'}",0,natural,natural,natural
thinking,225,0.000328515111695138,11.571752643503546,8,0.0038014956121890757,VBG,"{'NN', 'VBG', 'JJ'}",0,think,think,think
difference,224,0.0003270550445320485,11.578178912662977,10,0.003786701819881015,NN,{'NN'},0,differ,differ,diff
himselfe,223,0.00032559497736895895,11.584633934800278,8,0.0037718986238289703,NN,"{'RB', 'PDT', 'VBN', 'VBD', 'VBZ', 'VB', 'VBP', 'PRP', 'NN', 'JJ', 'CD', 'JJR', 'NNS'}",0,himself,himself,himself
human,222,0.00032413491020586945,11.591117968370476,5,0.0037570859818634042,JJ,"{'VBP', 'NN', 'JJ'}",0,human,human,hum
causes,222,0.00032413491020586945,11.591117968370476,6,0.0037570859818634042,NNS,"{'NNS', 'VBZ'}",0,caus,caus,caus
faith,221,0.00032267484304277996,11.597631275329151,5,0.0037422638514348697,NN,"{'RB', 'VBN', 'VB', 'VBP', 'VBZ', 'NN', 'JJ', 'NNS'}",0,faith,faith,fai
none,221,0.00032267484304277996,11.597631275329151,4,0.0037422638514348697,NN,"{'RB', 'VBN', 'VBD', 'VB', 'VBP', 'NN', 'JJ', 'IN', 'CD'}",0,none,none,non
order,221,0.00032267484304277996,11.597631275329151,5,0.0037422638514348697,NN,{'NN'},0,order,order,ord
produce,218,0.0003182946415535115,11.617349509943656,7,0.0036977400980693783,VB,"{'VBP', 'NN', 'JJ', 'VB'}",0,produc,produc,produc
mens,216,0.00031537450722733245,11.630646332557115,4,0.0036680093558655816,NNS,"{'VB', 'VBP', 'VBZ', 'JJ', 'NNS'}",0,men,men,men
relation,216,0.00031537450722733245,11.630646332557115,8,0.0036680093558655816,NN,"{'VBP', 'NN', 'VB'}",0,relat,relat,rel
country,216,0.00031537450722733245,11.630646332557115,7,0.0036680093558655816,NN,{'NN'},0,countri,countri,country
understood,215,0.00031391444006424296,11.637340985131122,10,0.0036531293791841014,JJ,"{'RB', 'VBN', 'VBD', 'VBZ', 'VB', 'NN', 'JJ', 'IN', 'RP', 'NNS'}",0,understood,understood,understood
honour,214,0.00031245437290115346,11.644066848319435,6,0.0036382396051107594,NN,"{'RB', 'PRP$', 'PDT', 'VBN', 'VBD', 'VB', 'VBP', 'NN', 'JJ', 'CD', 'NNS'}",0,honour,honour,hono
question,214,0.00031245437290115346,11.644066848319435,8,0.0036382396051107594,NN,"{'VBP', 'NN', 'VB'}",0,question,question,quest
christian,213,0.000310994305738064,11.650824214494744,9,0.0036233399878630172,JJ,"{'NN', 'JJ', 'VB'}",0,christian,christian,christian
speak,213,0.000310994305738064,11.650824214494744,5,0.0036233399878630172,VB,"{'RB', 'VBN', 'VB', 'VBP', 'NN', 'JJ'}",0,speak,speak,speak
persons,211,0.00030807417141188494,11.664434646013397,7,0.003593511038558661,NNS,{'NNS'},0,person,person,person
false,210,0.00030661410424879544,11.67128831705446,5,0.0035785816127630846,JJ,"{'RB', 'VBP', 'JJ', 'VBN'}",0,fals,fals,fals
alone,210,0.00030661410424879544,11.67128831705446,5,0.0035785816127630846,RB,"{'RB', 'VB', 'VBP', 'VBZ', 'NN', 'JJ', 'IN'}",0,alon,alon,alon
rule,210,0.00030661410424879544,11.67128831705446,4,0.0035785816127630846,NN,"{'NN', 'VB'}",0,rule,rule,rul
bee,209,0.00030515403708570595,11.6781747026397,3,0.003563642156302668,VB,"{'RB', 'VBN', 'VBD', 'VBZ', 'VBP', 'VB', 'NN', 'JJ', 'IN', 'NNS'}",0,bee,bee,bee
agreement,209,0.00030515403708570595,11.6781747026397,9,0.003563642156302668,NN,{'NN'},0,agreement,agreement,agr
pleasure,209,0.00030515403708570595,11.6781747026397,8,0.003563642156302668,NN,"{'VBP', 'NN', 'JJ', 'VB'}",0,pleasur,pleasur,pleas
among,209,0.00030515403708570595,11.6781747026397,5,0.003563642156302668,IN,{'IN'},0,among,among,among
war,208,0.00030369396992261646,11.68509411657949,3,0.003548692621183434,NN,{'NN'},0,war,war,war
father,207,0.0003022339027595269,11.692046877221257,6,0.00353373295894992,NN,"{'RB', 'PRP$', 'VBP', 'RBR', 'NN', 'JJ', 'JJR'}",0,father,father,fath
why,206,0.0003007738355964374,11.699033307537364,3,0.0035187631206784887,WRB,{'WRB'},1,whi,whi,why
assembly,206,0.0003007738355964374,11.699033307537364,8,0.0035187631206784887,NN,"{'RB', 'NN'}",0,assembl,assembl,assembl
infinite,205,0.00029931376843334793,11.706053735215136,8,0.0035037830569705107,JJ,"{'RB', 'VBN', 'VB', 'NN', 'JJ'}",0,infinit,infinit,infinit
justice,205,0.00029931376843334793,11.706053735215136,7,0.0035037830569705107,NN,"{'NN', 'JJ', 'VB'}",0,justic,justic,just
suppose,205,0.00029931376843334793,11.706053735215136,7,0.0035037830569705107,VB,"{'RB', 'VBD', 'VB', 'VBP', 'VBZ', 'NN', 'JJ'}",0,suppos,suppos,suppos
death,204,0.00029785370127025844,11.713108492749086,5,0.0034887927179454133,NN,{'NN'},0,death,death,dea
peace,204,0.00029785370127025844,11.713108492749086,5,0.0034887927179454133,NN,"{'VBN', 'VB', 'VBP', 'NN', 'JJ'}",0,peac,peac,peac
religion,204,0.00029785370127025844,11.713108492749086,8,0.0034887927179454133,NN,"{'NN', 'VB'}",0,religion,religion,relig
secondly,204,0.00029785370127025844,11.713108492749086,8,0.0034887927179454133,RB,{'RB'},0,secondli,second,second
something,201,0.0002934734997809899,11.734482143541653,9,0.0034437595427827014,NN,{'NN'},0,someth,someth,someth
easily,200,0.0002920134326179004,11.741677644945858,6,0.0034287275937935047,RB,{'RB'},0,easili,easili,easy
doctrine,199,0.0002905533654548109,11.748909214176933,8,0.003413685112602146,NN,"{'VBP', 'NN', 'JJ', 'VB'}",0,doctrin,doctrin,doctrin
property,199,0.0002905533654548109,11.748909214176933,8,0.003413685112602146,NN,{'NN'},0,properti,properti,property
away,198,0.00028909329829172143,11.756177214640973,4,0.0033986320462825416,RP,"{'RB', 'RP'}",0,away,away,away
best,198,0.00028909329829172143,11.756177214640973,4,0.0033986320462825416,JJS,"{'RB', 'VB', 'JJ', 'RBS', 'JJS'}",0,best,best,best
whatsoever,198,0.00028909329829172143,11.756177214640973,10,0.0033986320462825416,NN,"{'RB', 'WRB', 'VBD', 'VB', 'VBZ', 'VBP', 'NN', 'JJ', 'IN', 'WP', 'VBG', 'WDT'}",0,whatsoev,whatsoev,whatsoev
already,196,0.0002861731639655424,11.770823990605374,7,0.0033684939438730515,RB,{'RB'},0,alreadi,alreadi,already
gold,195,0.0002847130968024529,11.778203520970973,4,0.0033534087992252003,NN,"{'VBN', 'VB', 'VBP', 'NN', 'JJ'}",0,gold,gold,gold
ones,195,0.0002847130968024529,11.778203520970973,4,0.0033534087992252003,NNS,{'NNS'},0,one,one,on
language,195,0.0002847130968024529,11.778203520970973,8,0.0033534087992252003,NN,{'NN'},0,languag,languag,langu
sensible,193,0.0002817929624762739,11.793076797452501,8,0.0033232060474643493,JJ,"{'NN', 'JJ', 'VB'}",0,sensibl,sensibl,sens
comes,193,0.0002817929624762739,11.793076797452501,5,0.0033232060474643493,VBZ,{'VBZ'},0,come,come,com
publique,192,0.00028033289531318443,11.800571333999427,8,0.0033080883284098265,NN,"{'VBN', 'VB', 'VBP', 'NN', 'JJ'}",0,publiqu,publiqu,publ
left,192,0.00028033289531318443,11.800571333999427,4,0.0033080883284098265,VBN,"{'RB', 'VBN', 'VBD', 'NN', 'JJ'}",0,left,left,left
abstract,192,0.00028033289531318443,11.800571333999427,8,0.0033080883284098265,JJ,"{'VB', 'VBP', 'NN', 'JJ', 'IN'}",0,abstract,abstract,abstract
last,191,0.0002788728281500949,11.808105006684833,4,0.0032929596383074944,JJ,{'JJ'},0,last,last,last
receive,191,0.0002788728281500949,11.808105006684833,7,0.0032929596383074944,VB,"{'VBP', 'NN', 'JJ', 'VB'}",0,receiv,receiv,receiv
consent,190,0.0002774127609870054,11.815678226389634,7,0.0032778199197167914,NN,"{'VBP', 'NN', 'VBD', 'VB'}",0,consent,consent,cons
occasion,190,0.0002774127609870054,11.815678226389634,8,0.0032778199197167914,NN,"{'VBN', 'VB', 'VBP', 'NN', 'JJ'}",0,occas,occas,occas
kings,190,0.0002774127609870054,11.815678226389634,5,0.0032778199197167914,NNS,"{'NNS', 'VBZ'}",0,king,king,king
pain,190,0.0002774127609870054,11.815678226389634,4,0.0032778199197167914,NN,"{'VBP', 'NN', 'RB', 'VB'}",0,pain,pain,pain
sorts,189,0.0002759526938239159,11.82329141049951,5,0.0032626691145925058,NNS,{'NNS'},0,sort,sort,sort
obedience,189,0.0002759526938239159,11.82329141049951,9,0.0032626691145925058,NN,"{'RB', 'VB', 'VBP', 'NN', 'JJ'}",0,obedi,obedi,obedy
day,189,0.0002759526938239159,11.82329141049951,3,0.0032626691145925058,NN,{'NN'},0,day,day,day
better,189,0.0002759526938239159,11.82329141049951,6,0.0032626691145925058,JJR,"{'RB', 'VB', 'VBP', 'RBR', 'NN', 'JJR'}",0,better,better,bet
assent,188,0.0002744926266608264,11.830944983042945,6,0.0032475071642751843,NN,"{'VBN', 'VB', 'VBP', 'NN', 'JJ'}",0,assent,assent,ass
saviour,188,0.0002744926266608264,11.830944983042945,7,0.0032475071642751843,NN,"{'NN', 'JJ', 'NNS', 'VB'}",0,saviour,saviour,savio
hee,187,0.0002730325594977369,11.838639374832946,3,0.003232334009481327,NN,"{'RB', 'PDT', 'VBN', 'VBD', 'VBZ', 'VBP', 'VB', 'PRP', 'NN', 'JJ', 'NNS'}",0,hee,hee,hee
experience,187,0.0002730325594977369,11.838639374832946,10,0.003232334009481327,NN,"{'RB', 'VB', 'VBP', 'NN', 'JJ'}",0,experi,experi,expery
old,187,0.0002730325594977369,11.838639374832946,3,0.003232334009481327,JJ,{'JJ'},0,old,old,old
just,187,0.0002730325594977369,11.838639374832946,4,0.003232334009481327,RB,{'RB'},1,just,just,just
fact,186,0.00027157249233464737,11.846375023612552,4,0.003217149590293378,NN,{'NN'},0,fact,fact,fact
